FILE_BYTES_READ,FILE_BYTES_WRITTEN,FILE_LARGE_READ_OPS,FILE_READ_OPS,FILE_WRITE_OPS,HDFS_BYTES_READ,HDFS_BYTES_WRITTEN,HDFS_LARGE_READ_OPS,HDFS_READ_OPS,HDFS_WRITE_OPS,S3A_BYTES_READ,S3A_BYTES_WRITTEN,S3A_LARGE_READ_OPS,S3A_READ_OPS,S3A_WRITE_OPS,avgMapTime,avgMergeTime,avgReduceTime,avgShuffleTime,bandwidth,datasize,diagnostics,failedMapAttempts,failedReduceAttempts,finishTime,id,inputs,killedMapAttempts,killedReduceAttempts,map.cpu,map.memory,mapsCompleted,mapsTotal,name,output,queue,queue time,reduce.cpu,reduce.memory,reducesCompleted,reducesTotal,runtime,startTime,state,submitTime,successfulMapAttempts,successfulReduceAttempts,type,uberized,user
1451311,3379911,0,0,0,1209792,38,0,5,2,,,,,,3724,91,900,2715,40,1209792,,0,0,1570058421501,job_1569357382192_0333,['tmp149120371'],0,0,1,4096,1,1,PigLatin:Q12.pig,['tmp1133901440'],default,5403,1,8192,1,1,11875,1570058409626,SUCCEEDED,1570058404223,1,1,['GROUP_BY'],False,ubuntu
62,474993,0,0,0,440,62,0,5,2,,,,,,2998,29,393,2863,40,440,,0,0,1570058444871,job_1569357382192_0334,['tmp1133901440'],0,0,1,4096,1,1,PigLatin:Q12.pig,['tmp698700021'],default,8619,1,8192,1,1,11445,1570058433426,SUCCEEDED,1570058424807,1,1,['SAMPLER'],False,ubuntu
42,470123,0,0,0,440,34,0,5,2,,,,,,3104,26,380,2888,40,440,,0,0,1570058468658,job_1569357382192_0335,['tmp1133901440'],0,0,1,4096,1,1,PigLatin:Q12.pig,[],default,6815,1,8192,1,1,11461,1570058457197,SUCCEEDED,1570058450382,1,1,['ORDER_BY'],False,ubuntu
63836940,131032010,0,0,0,36018,2245461,0,16,2,391263610.0,0.0,0.0,512.0,0.0,12950,1737,5512,25810,10,391299628,,0,0,1570058540168,job_1569357382192_0336,"['tpch_2G_customer', ' tpch_2G_orders']",0,0,1,4096,13,13,PigLatin:Q13.pig,['tmp-301701466'],default,5134,1,8192,1,1,52291,1570058487877,SUCCEEDED,1570058482743,13,1,['COGROUP'],False,ubuntu
778,488413,0,0,0,2245862,247,0,5,2,,,,,,4502,24,380,2531,40,2245862,,0,0,1570058564056,job_1569357382192_0337,['tmp-301701466'],0,0,1,4096,1,1,PigLatin:Q13.pig,['tmp-1590328204'],default,8326,1,8192,1,1,12081,1570058551975,SUCCEEDED,1570058543649,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
1013,477049,0,0,0,649,58,0,5,2,,,,,,3072,32,398,3010,40,649,,0,0,1570058587343,job_1569357382192_0338,['tmp-1590328204'],0,0,1,4096,1,1,PigLatin:Q13.pig,['tmp-1881307114'],default,6467,1,8192,1,1,11617,1570058575726,SUCCEEDED,1570058569259,1,1,['SAMPLER'],False,ubuntu
530,471049,0,0,0,649,300,0,5,2,,,,,,3165,32,374,2879,40,649,,0,0,1570058611105,job_1569357382192_0339,['tmp-1590328204'],0,0,1,4096,1,1,PigLatin:Q13.pig,[],default,9792,1,8192,1,1,11442,1570058599663,SUCCEEDED,1570058589871,1,1,['ORDER_BY'],False,ubuntu
60147012,133351001,0,0,0,47540,22142495,0,57,2,1568470812.0,0.0,0.0,512.0,0.0,7994,597,3514,101437,10,1568518352,,0,0,1570058768593,job_1569357382192_0340,"['tpch_2G_part', ' tpch_2G_lineitem']",1,0,1,4096,54,54,PigLatin:Q14.pig,['tmp1937096435'],default,5417,1,8192,1,1,135120,1570058633473,SUCCEEDED,1570058628056,54,1,['HASH_JOIN'],False,ubuntu
48,499157,0,0,0,22142898,60,0,9,6,,,,,,5436,26,780,2669,40,22142898,,0,0,1570058794916,job_1569357382192_0341,['tmp1937096435'],0,0,1,4096,1,1,PigLatin:Q14.pig,"['tmp-174565244', 'tmp1194919222', 'tmp2139826935']",default,5508,1,8192,1,1,14052,1570058780864,SUCCEEDED,1570058775356,1,1,"['MULTI_QUERY', 'COMBINER']",False,ubuntu
0,229912,0,0,0,483,19,0,11,2,,,,,,3219,0,0,0,40,483,,0,0,1570058813098,job_1569357382192_0342,['tmp2139826935'],0,0,1,4096,1,1,PigLatin:Q14.pig,[],default,5601,1,8192,0,0,5573,1570058807525,SUCCEEDED,1570058801924,1,0,['MAP_ONLY'],False,ubuntu
9143006,31329022,0,0,0,32444,261172,0,55,2,1520346495.0,0.0,0.0,256.0,0.0,7572,379,1244,88118,10,1520378939,,0,0,1570058947716,job_1569357382192_0343,['tpch_2G_lineitem'],0,0,1,4096,52,52,PigLatin:Q15.pig,['tmp1208587848'],default,4912,1,8192,1,1,114060,1570058833656,SUCCEEDED,1570058828744,52,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
27,488719,0,0,0,261574,20,0,5,2,,,,,,3923,26,494,2955,40,261574,,0,0,1570058972373,job_1569357382192_0344,['tmp1208587848'],0,0,1,4096,1,1,PigLatin:Q15.pig,['tmp-1549425202'],default,9200,1,8192,1,1,12659,1570058959714,SUCCEEDED,1570058950514,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
1639081,3995650,0,0,0,278442,88,0,9,2,2806802.0,0.0,0.0,256.0,0.0,20135,68,790,30903,10,3085244,,0,0,1570059024340,job_1569357382192_0345,"['tmp1208587848', ' tpch_2G_supplier']",1,0,1,4096,2,2,PigLatin:Q15.pig,['tmp-1959040460'],default,6346,1,8192,1,1,39917,1570058984423,SUCCEEDED,1570058978077,2,1,['HASH_JOIN'],False,ubuntu
26,475377,0,0,0,491,58,0,5,2,,,,,,3103,28,505,2669,40,491,,0,0,1570059047966,job_1569357382192_0346,['tmp-1959040460'],0,0,1,4096,1,1,PigLatin:Q15.pig,['tmp432714133'],default,7072,1,8192,1,1,11615,1570059036351,SUCCEEDED,1570059029279,1,1,['SAMPLER'],False,ubuntu
95,470983,0,0,0,491,83,0,5,2,,,,,,3279,25,431,2696,40,491,,0,0,1570059071190,job_1569357382192_0347,['tmp-1959040460'],0,0,1,4096,1,1,PigLatin:Q15.pig,[],default,8849,1,8192,1,1,11365,1570059059825,SUCCEEDED,1570059050976,1,1,['ORDER_BY'],False,ubuntu
35755855,73891153,0,0,0,35818,24375732,0,12,2,240385476.0,0.0,0.0,512.0,0.0,14180,811,4859,37716,10,240421294,,0,0,1570059156980,job_1569357382192_0348,"['tpch_2G_partsupp', ' tpch_2G_supplier']",1,0,1,4096,9,9,PigLatin:Q16.pig,['tmp-595834193'],default,5346,1,8192,1,1,61745,1570059095235,SUCCEEDED,1570059089889,9,1,['HASH_JOIN'],False,ubuntu
38534863,78016139,0,0,0,24391230,14103416,0,7,2,48124317.0,0.0,0.0,256.0,0.0,18580,848,3293,18751,10,72515547,,0,0,1570059206102,job_1569357382192_0349,"['tmp-595834193', ' tpch_2G_part']",1,0,1,4096,3,3,PigLatin:Q16.pig,['tmp1281900017'],default,5737,1,8192,1,1,37289,1570059168813,SUCCEEDED,1570059163076,3,1,['HASH_JOIN'],False,ubuntu
2931174,6351645,0,0,0,14103818,973392,0,5,2,,,,,,5985,76,1475,2947,40,14103818,,0,0,1570059234506,job_1569357382192_0350,['tmp1281900017'],0,0,1,4096,1,1,PigLatin:Q16.pig,['tmp-1774671306'],default,8761,1,8192,1,1,15887,1570059218619,SUCCEEDED,1570059209858,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
9178,495047,0,0,0,973795,91,0,5,2,,,,,,3275,32,564,2768,40,973795,,0,0,1570059258415,job_1569357382192_0351,['tmp-1774671306'],0,0,1,4096,1,1,PigLatin:Q16.pig,['tmp968258051'],default,6037,1,8192,1,1,11642,1570059246773,SUCCEEDED,1570059240736,1,1,['SAMPLER'],False,ubuntu
1140959,2753145,0,0,0,973795,879978,0,5,2,,,,,,3769,72,751,2918,40,973795,,0,0,1570059282334,job_1569357382192_0352,['tmp-1774671306'],0,0,1,4096,1,1,PigLatin:Q16.pig,[],default,8366,1,8192,1,1,12079,1570059270255,SUCCEEDED,1570059261889,1,1,['ORDER_BY'],False,ubuntu
395939814,805250266,0,0,0,47540,11000,0,57,2,1568470812.0,0.0,0.0,512.0,0.0,8501,9142,17067,102795,10,1568518352,,0,0,1570059464549,job_1569357382192_0353,"['tpch_2G_lineitem', ' tpch_2G_part']",0,0,1,4096,54,54,PigLatin:Q17.pig,['tmp2016681228'],default,5410,1,8192,1,1,159258,1570059305291,SUCCEEDED,1570059299881,54,1,['COGROUP'],False,ubuntu
27,488963,0,0,0,11402,18,0,5,2,,,,,,3231,25,400,2806,40,11402,,0,0,1570059488079,job_1569357382192_0354,['tmp2016681228'],0,0,1,4096,1,1,PigLatin:Q17.pig,[],default,5662,1,8192,1,1,11410,1570059476669,SUCCEEDED,1570059471007,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
413296171,842022728,0,0,0,51318,4898,0,66,2,1863106985.0,0.0,0.0,512.0,0.0,8796,7615,32103,114108,10,1863158303,,0,0,1570059698416,job_1569357382192_0355,"['tpch_2G_lineitem', ' tpch_2G_orders']",1,0,1,4096,63,63,PigLatin:Q18.pig,['tmp-570980878'],default,5108,1,8192,1,1,189130,1570059509286,SUCCEEDED,1570059504178,63,1,['COGROUP'],False,ubuntu
54430617,109806247,0,0,0,22445,24993,0,7,2,48503120.0,0.0,0.0,256.0,0.0,16766,435,2035,24857,10,48525565,,0,0,1570059746835,job_1569357382192_0356,"['tmp-570980878', ' tpch_2G_customer']",2,0,1,4096,3,3,PigLatin:Q18.pig,['tmp1493883644'],default,5265,1,8192,1,1,35495,1570059711340,SUCCEEDED,1570059706075,3,1,['HASH_JOIN'],False,ubuntu
8267,507517,0,0,0,25396,7365,0,5,2,,,,,,3358,28,412,2637,40,25396,,0,0,1570059769709,job_1569357382192_0357,['tmp1493883644'],0,0,1,4096,1,1,PigLatin:Q18.pig,['tmp1501797987'],default,6738,1,8192,1,1,11239,1570059758470,SUCCEEDED,1570059751732,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
5906,487943,0,0,0,7768,77,0,5,2,,,,,,3073,32,419,2913,40,7768,,0,0,1570059793198,job_1569357382192_0358,['tmp1501797987'],0,0,1,4096,1,1,PigLatin:Q18.pig,['tmp1657280511'],default,9347,1,8192,1,1,11528,1570059781670,SUCCEEDED,1570059772323,1,1,['SAMPLER'],False,ubuntu
8150,487609,0,0,0,7768,7082,0,5,2,,,,,,3049,34,396,2927,40,7768,,0,0,1570059816861,job_1569357382192_0359,['tmp1501797987'],0,0,1,4096,1,1,PigLatin:Q18.pig,[],default,7423,1,8192,1,1,11524,1570059805337,SUCCEEDED,1570059797914,1,1,['ORDER_BY'],False,ubuntu
786731668,1587056563,0,0,0,47540,2270,0,57,2,1568470812.0,0.0,0.0,512.0,0.0,8974,11423,60882,102977,10,1568518352,,0,0,1570060047293,job_1569357382192_0360,"['tpch_2G_lineitem', ' tpch_2G_part']",0,0,1,4096,54,54,PigLatin:Q19.pig,['tmp-429342653'],default,4870,1,8192,1,1,206857,1570059840436,SUCCEEDED,1570059835566,54,1,['HASH_JOIN'],False,ubuntu
27,487033,0,0,0,2671,18,0,5,2,,,,,,3236,25,506,2759,40,2671,,0,0,1570060071453,job_1569357382192_0361,['tmp-429342653'],0,0,1,4096,1,1,PigLatin:Q19.pig,[],default,7485,1,8192,1,1,11492,1570060059961,SUCCEEDED,1570060052476,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
46520682,106165199,0,0,0,32444,19490004,0,55,2,1520346495.0,0.0,0.0,256.0,0.0,8062,1262,6938,86910,10,1520378939,,0,0,1570060220749,job_1569357382192_0362,['tpch_2G_lineitem'],0,0,1,4096,52,52,PigLatin:Q20.pig,['tmp1896099953'],default,5095,1,8192,1,1,121344,1570060099405,SUCCEEDED,1570060094310,52,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
1258940,3236310,0,0,0,17201,43809,0,5,2,2809001.0,0.0,0.0,257.0,0.0,20521,77,538,30675,10,2826202,,0,0,1570060272699,job_1569357382192_0363,"['tpch_2G_nation', ' tpch_2G_supplier']",1,0,1,4096,2,2,PigLatin:Q20.pig,['tmp-2043449407'],default,136495,1,8192,1,1,40443,1570060232256,SUCCEEDED,1570060095761,2,1,['HASH_JOIN'],False,ubuntu
61701,836318,0,0,0,15096,28217,0,5,2,48124317.0,0.0,0.0,256.0,0.0,21530,49,551,11820,10,48139413,,0,0,1570060316136,job_1569357382192_0364,['tpch_2G_part'],1,0,1,4096,2,2,PigLatin:Q20.pig,['tmp-962354854'],default,187828,1,8192,1,1,31613,1570060284523,SUCCEEDED,1570060096695,2,1,['DISTINCT'],False,ubuntu
33641419,69667591,0,0,0,47599,228317,0,13,2,237578674.0,0.0,0.0,256.0,0.0,10689,817,2513,19871,10,237626273,,0,0,1570060359672,job_1569357382192_0365,"['tmp-962354854', ' tpch_2G_partsupp']",1,0,1,4096,9,9,PigLatin:Q20.pig,['tmp442427805'],default,4995,1,8192,1,1,31389,1570060328283,SUCCEEDED,1570060323288,9,1,['HASH_JOIN'],False,ubuntu
27369651,55455773,0,0,0,19719124,52105,0,7,2,,,,,,5547,800,5160,2984,40,19719124,,0,0,1570060389664,job_1569357382192_0366,"['tmp442427805', 'tmp1896099953']",0,0,1,4096,2,2,PigLatin:Q20.pig,['tmp-1624390009'],default,7544,1,8192,1,1,18119,1570060371545,SUCCEEDED,1570060364001,2,1,['HASH_JOIN'],False,ubuntu
104923,680297,0,0,0,52508,38302,0,5,2,,,,,,3289,48,598,2700,40,52508,,0,0,1570060412869,job_1569357382192_0367,['tmp-1624390009'],0,0,1,4096,1,1,PigLatin:Q20.pig,['tmp1642665915'],default,6788,1,8192,1,1,11511,1570060401358,SUCCEEDED,1570060394570,1,1,['DISTINCT'],False,ubuntu
195771,1102115,0,0,0,82916,20419,0,7,2,,,,,,3480,55,539,2652,40,82916,,0,0,1570060436298,job_1569357382192_0368,"['tmp1642665915', 'tmp-2043449407']",0,0,1,4096,2,2,PigLatin:Q20.pig,['tmp1614852343'],default,9540,1,8192,1,1,11419,1570060424879,SUCCEEDED,1570060415339,2,1,['HASH_JOIN'],False,ubuntu
5606,488451,0,0,0,20821,76,0,5,2,,,,,,3102,34,410,2954,40,20821,,0,0,1570060459992,job_1569357382192_0369,['tmp1614852343'],0,0,1,4096,1,1,PigLatin:Q20.pig,['tmp-995643512'],default,7531,1,8192,1,1,11568,1570060448424,SUCCEEDED,1570060440893,1,1,['SAMPLER'],False,ubuntu
21919,516311,0,0,0,20821,18304,0,5,2,,,,,,3260,37,438,2747,40,20821,,0,0,1570060483039,job_1569357382192_0370,['tmp1614852343'],0,0,1,4096,1,1,PigLatin:Q20.pig,[],default,5192,1,8192,1,1,11381,1570060471658,SUCCEEDED,1570060466466,1,1,['ORDER_BY'],False,ubuntu
527835303,1068560711,0,0,0,32444,578111349,0,57,4,1520346495.0,0.0,0.0,256.0,0.0,8245,6842,81867,92869,10,1520378939,,0,0,1570060714749,job_1569357382192_0371,['tpch_2G_lineitem'],1,0,1,4096,52,52,PigLatin:Q21.pig,['tmp-134518754'],default,5135,1,8192,1,1,207847,1570060506902,SUCCEEDED,1570060501767,52,1,"['GROUP_BY', 'MULTI_QUERY']",False,ubuntu
0,231167,0,0,0,363,111,0,4,2,2199.0,0.0,0.0,1.0,0.0,5115,0,0,0,10,2562,,0,0,1570060733859,job_1569357382192_0372,['tpch_2G_nation'],0,0,1,4096,1,1,PigLatin:Q21.pig,['tmp-1961716182'],default,223508,1,8192,0,0,7451,1570060726408,SUCCEEDED,1570060502900,1,0,['MAP_ONLY'],False,ubuntu
18709764,38376757,0,0,0,277769597,2673966,0,8,2,2806802.0,0.0,0.0,256.0,0.0,22970,322,1204,15925,10,280576399,,0,0,1570060784667,job_1569357382192_0373,"['tpch_2G_supplier', 'tmp-134518754']",1,0,1,4096,3,3,PigLatin:Q21.pig,['tmp-291880620'],default,6475,1,8192,1,1,38686,1570060745981,SUCCEEDED,1570060739506,3,1,"['REPLICATED_JOIN', 'HASH_JOIN']",False,ubuntu
30590703,64266852,0,0,0,2693242,1399779,0,16,2,342760490.0,0.0,0.0,256.0,0.0,10110,747,4369,21922,10,345453732,,0,0,1570060832267,job_1569357382192_0374,"['tmp-291880620', ' tpch_2G_orders']",0,0,1,4096,12,12,PigLatin:Q21.pig,['tmp-889407682'],default,5487,1,8192,1,1,36210,1570060796057,SUCCEEDED,1570060790570,12,1,['HASH_JOIN'],False,ubuntu
23786,537641,0,0,0,1400181,19780,0,5,2,,,,,,3836,35,3091,2808,40,1400181,,0,0,1570060859474,job_1569357382192_0375,['tmp-889407682'],0,0,1,4096,1,1,PigLatin:Q21.pig,['tmp1209630788'],default,7914,1,8192,1,1,15102,1570060844372,SUCCEEDED,1570060836458,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
6106,490597,0,0,0,20182,78,0,5,2,,,,,,3039,32,405,2810,40,20182,,0,0,1570060882948,job_1569357382192_0376,['tmp1209630788'],0,0,1,4096,1,1,PigLatin:Q21.pig,['tmp846528026'],default,9492,1,8192,1,1,11408,1570060871540,SUCCEEDED,1570060862048,1,1,['SAMPLER'],False,ubuntu
3106,491617,0,0,0,20182,2420,0,5,2,,,,,,3396,30,1373,2603,40,20182,,0,0,1570060906926,job_1569357382192_0377,['tmp1209630788'],0,0,1,4096,1,1,PigLatin:Q21.pig,['tmp1971350765'],default,6910,1,8192,1,1,12155,1570060894771,SUCCEEDED,1570060887861,1,1,"['ORDER_BY', 'COMBINER']",False,ubuntu
3106,478199,0,0,0,2822,2200,0,5,2,,,,,,3269,29,380,2592,40,2822,,0,0,1570060929676,job_1569357382192_0378,['tmp1971350765'],0,0,1,4096,1,1,PigLatin:Q21.pig,[],default,4871,1,8192,1,1,11162,1570060918514,SUCCEEDED,1570060913643,1,1,['UDF'],False,ubuntu
56,748650,0,0,0,17144,51624227,0,11,6,48503120.0,0.0,0.0,256.0,0.0,23548,29,888,10845,10,48520264,,0,0,1570060989332,job_1569357382192_0379,['tpch_2G_customer'],1,0,1,4096,2,2,PigLatin:Q22.pig,['tmp-717131488'],default,5286,1,8192,1,1,34001,1570060955331,SUCCEEDED,1570060950045,2,1,"['MULTI_QUERY', 'COMBINER']",False,ubuntu
46604952,96371933,0,0,0,51643609,193975,0,20,2,342760490.0,0.0,0.0,256.0,0.0,9900,1611,3795,13673,10,394404099,,0,0,1570061035775,job_1569357382192_0380,"['tmp-212805473', ' tpch_2G_orders']",0,0,1,4096,12,12,PigLatin:Q22.pig,['tmp569054261'],default,5013,1,8192,1,1,34309,1570061001466,SUCCEEDED,1570060996453,12,1,['HASH_JOIN'],False,ubuntu
174,491119,0,0,0,194376,136,0,5,2,,,,,,4115,26,413,2750,40,194376,,0,0,1570061059981,job_1569357382192_0381,['tmp569054261'],0,0,1,4096,1,1,PigLatin:Q22.pig,['tmp1147234645'],default,5312,1,8192,1,1,12362,1570061047619,SUCCEEDED,1570061042307,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
174,476825,0,0,0,538,60,0,5,2,,,,,,3002,29,376,2866,40,538,,0,0,1570061083296,job_1569357382192_0382,['tmp1147234645'],0,0,1,4096,1,1,PigLatin:Q22.pig,['tmp-923598121'],default,8855,1,8192,1,1,11426,1570061071870,SUCCEEDED,1570061063015,1,1,['SAMPLER'],False,ubuntu
160,471985,0,0,0,538,200,0,5,2,,,,,,3232,28,385,2760,40,538,,0,0,1570061106675,job_1569357382192_0383,['tmp1147234645'],0,0,1,4096,1,1,PigLatin:Q22.pig,[],default,6690,1,8192,1,1,11335,1570061095340,SUCCEEDED,1570061088650,1,1,['ORDER_BY'],False,ubuntu
21406,13412885,0,0,0,32444,314,0,55,2,1520346495.0,0.0,0.0,256.0,0.0,10955,32,426,111053,10,1520378939,,0,0,1570061268378,job_1569357382192_0384,['tpch_2G_lineitem'],0,0,1,4096,52,52,PigLatin:Q1.pig,['tmp-275600643'],default,4892,1,8192,1,1,143740,1570061124638,SUCCEEDED,1570061119746,52,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
114,476985,0,0,0,716,61,0,5,2,,,,,,2915,29,377,2595,40,716,,0,0,1570061291914,job_1569357382192_0385,['tmp-275600643'],0,0,1,4096,1,1,PigLatin:Q1.pig,['tmp-2094655986'],default,9831,1,8192,1,1,11163,1570061280751,SUCCEEDED,1570061270920,1,1,['SAMPLER'],False,ubuntu
334,472769,0,0,0,716,578,0,5,2,,,,,,3064,36,598,2929,40,716,,0,0,1570061315806,job_1569357382192_0386,['tmp-275600643'],0,0,1,4096,1,1,PigLatin:Q1.pig,[],default,7313,1,8192,1,1,11958,1570061303848,SUCCEEDED,1570061296535,1,1,['ORDER_BY'],False,ubuntu
2584,714961,0,0,0,726,747,0,5,2,2583.0,0.0,0.0,2.0,0.0,4364,29,388,2627,10,3309,,0,0,1570061354228,job_1569357382192_0387,"['tpch_2G_region', ' tpch_2G_nation']",0,0,1,4096,2,2,PigLatin:Q2.pig,['tmp1155576277'],default,4899,1,8192,1,1,12284,1570061341944,SUCCEEDED,1570061337045,2,1,['HASH_JOIN'],False,ubuntu
3124016,6956631,0,0,0,17988,1175770,0,6,2,2806802.0,0.0,0.0,256.0,0.0,19983,97,482,31991,10,2824790,,0,0,1570061406834,job_1569357382192_0388,"['tpch_2G_supplier', 'tmp1155576277']",1,0,1,4096,2,2,PigLatin:Q2.pig,['tmp-964136688'],default,7587,1,8192,1,1,40737,1570061366097,SUCCEEDED,1570061358510,2,1,['HASH_JOIN'],False,ubuntu
255600755,513562023,0,0,0,1195153,140749061,0,13,2,237578674.0,0.0,0.0,256.0,0.0,12515,1720,6210,24950,10,238773827,,0,0,1570061459590,job_1569357382192_0389,"['tmp-964136688', ' tpch_2G_partsupp']",0,0,1,4096,9,9,PigLatin:Q2.pig,['tmp1869263590'],default,8635,1,8192,1,1,41301,1570061418289,SUCCEEDED,1570061409654,9,1,['HASH_JOIN'],False,ubuntu
287557996,432397510,0,0,0,140764560,719463,0,7,2,48124317.0,0.0,0.0,256.0,0.0,18808,661,2607,20685,10,188888877,,0,0,1570061508650,job_1569357382192_0390,"['tmp1869263590', ' tpch_2G_part']",1,0,1,4096,3,3,PigLatin:Q2.pig,['tmp1157312351'],default,5751,1,8192,1,1,37138,1570061471512,SUCCEEDED,1570061465761,3,1,['HASH_JOIN'],False,ubuntu
730409,1941275,0,0,0,719866,166819,0,5,2,,,,,,3268,42,524,2649,40,719866,,0,0,1570061531921,job_1569357382192_0391,['tmp1157312351'],0,0,1,4096,1,1,PigLatin:Q2.pig,['tmp-1995747460'],default,9099,1,8192,1,1,11366,1570061520555,SUCCEEDED,1570061511456,1,1,['GROUP_BY'],False,ubuntu
10734,498903,0,0,0,167223,99,0,5,2,,,,,,3107,32,387,2663,40,167223,,0,0,1570061555331,job_1569357382192_0392,['tmp-1995747460'],0,0,1,4096,1,1,PigLatin:Q2.pig,['tmp-693946505'],default,6299,1,8192,1,1,11261,1570061544070,SUCCEEDED,1570061537771,1,1,['SAMPLER'],False,ubuntu
18620,522037,0,0,0,167223,17944,0,5,2,,,,,,3435,33,384,2725,40,167223,,0,0,1570061578865,job_1569357382192_0393,['tmp-1995747460'],0,0,1,4096,1,1,PigLatin:Q2.pig,['tmp645345011'],default,9232,1,8192,1,1,11322,1570061567543,SUCCEEDED,1570061558311,1,1,"['ORDER_BY', 'COMBINER']",False,ubuntu
18620,508153,0,0,0,18346,16634,0,5,2,,,,,,2992,33,418,2846,40,18346,,0,0,1570061601634,job_1569357382192_0394,['tmp645345011'],0,0,1,4096,1,1,PigLatin:Q2.pig,[],default,6315,1,8192,1,1,11446,1570061590188,SUCCEEDED,1570061583873,1,1,['UDF'],False,ubuntu
50439394,104222344,0,0,0,36018,5916146,0,16,2,391263610.0,0.0,0.0,512.0,0.0,12574,1000,3637,25692,10,391299628,,0,0,1570061671262,job_1569357382192_0395,"['tpch_2G_orders', ' tpch_2G_customer']",0,0,1,4096,13,13,PigLatin:Q3.pig,['tmp-667046321'],default,5298,1,8192,1,1,48533,1570061622729,SUCCEEDED,1570061617431,13,1,['HASH_JOIN'],False,ubuntu
222044098,457026032,0,0,0,5948991,1789798,0,57,2,1520346495.0,0.0,0.0,256.0,0.0,8245,3356,19892,99723,10,1526295486,,0,0,1570061830516,job_1569357382192_0396,"['tpch_2G_lineitem', 'tmp-667046321']",0,0,1,4096,53,53,PigLatin:Q3.pig,['tmp-732139511'],default,4795,1,8192,1,1,146176,1570061684340,SUCCEEDED,1570061679545,53,1,['HASH_JOIN'],False,ubuntu
857182,2203281,0,0,0,1790199,675176,0,5,2,,,,,,4692,66,861,2896,40,1790199,,0,0,1570061855389,job_1569357382192_0397,['tmp-732139511'],0,0,1,4096,1,1,PigLatin:Q3.pig,['tmp-859733005'],default,7055,1,8192,1,1,12993,1570061842396,SUCCEEDED,1570061835341,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
5906,487769,0,0,0,675577,77,0,5,2,,,,,,3295,31,416,2705,40,675577,,0,0,1570061878234,job_1569357382192_0398,['tmp-859733005'],0,0,1,4096,1,1,PigLatin:Q3.pig,['tmp284961593'],default,6042,1,8192,1,1,11297,1570061866937,SUCCEEDED,1570061860895,1,1,['SAMPLER'],False,ubuntu
366,483967,0,0,0,675577,300,0,5,2,,,,,,4029,30,405,2942,40,675577,,0,0,1570061902459,job_1569357382192_0399,['tmp-859733005'],0,0,1,4096,1,1,PigLatin:Q3.pig,['tmp272482644'],default,8459,1,8192,1,1,12548,1570061889911,SUCCEEDED,1570061881452,1,1,"['ORDER_BY', 'COMBINER']",False,ubuntu
366,470535,0,0,0,700,360,0,5,2,,,,,,3102,30,383,2849,40,700,,0,0,1570061926075,job_1569357382192_0400,['tmp272482644'],0,0,1,4096,1,1,PigLatin:Q3.pig,[],default,7586,1,8192,1,1,11429,1570061914646,SUCCEEDED,1570061907060,1,1,['UDF'],False,ubuntu
144789724,305049962,0,0,0,51318,13332763,0,66,2,1863106985.0,0.0,0.0,512.0,0.0,7956,3625,15987,104999,10,1863158303,,0,0,1570062107696,job_1569357382192_0401,"['tpch_2G_lineitem', ' tpch_2G_orders']",0,0,1,4096,63,63,PigLatin:Q4.pig,['tmp1950751322'],default,5081,1,8192,1,1,157905,1570061949791,SUCCEEDED,1570061944710,63,1,['COGROUP'],False,ubuntu
108,487485,0,0,0,13333164,87,0,5,2,,,,,,4237,25,388,2813,40,13333164,,0,0,1570062131989,job_1569357382192_0402,['tmp1950751322'],0,0,1,4096,1,1,PigLatin:Q4.pig,['tmp2134074749'],default,8786,1,8192,1,1,12400,1570062119589,SUCCEEDED,1570062110803,1,1,"['GROUP_BY', 'COMBINER']",False,ubuntu
190,475355,0,0,0,488,63,0,5,2,,,,,,3029,30,402,2882,40,488,,0,0,1570062155357,job_1569357382192_0403,['tmp2134074749'],0,0,1,4096,1,1,PigLatin:Q4.pig,['tmp388710238'],default,7504,1,8192,1,1,11458,1570062143899,SUCCEEDED,1570062136395,1,1,['SAMPLER'],False,ubuntu
103,470279,0,0,0,488,77,0,5,2,,,,,,3352,27,394,2780,40,488,,0,0,1570062178837,job_1569357382192_0404,['tmp2134074749'],0,0,1,4096,1,1,PigLatin:Q4.pig,[],default,5526,1,8192,1,1,11371,1570062167466,SUCCEEDED,1570062161940,1,1,['ORDER_BY'],False,ubuntu
