job_id,n_maps,Reduces,MaxMapTime,MinMapTime,AvgMapTime,MedianMapTime,MaxReduceTime,MinReduceTime,AvgReduceTime,MedianReducetime,Alias,Type,Outputs,Inputs,DagId,runtime,queuetime,maptime,name
job_1569357382192_0395,13,1,30,6,12,11,30,30,30,30,customer|fcustomer|forders|o1|orders|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp452033264/tmp-667046321'],"['s3a://data/tpch-2G/orders', 's3a://data/tpch-2G/customer']",9b951622-0431-42ad-83e1-374ceb082cd3,48,5,12,PigLatin:Q3.pig
job_1569357382192_0396,53,1,10,5,8,8,122,122,122,122,flineitem|l1|lineitem|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp452033264/tmp-732139511'],"['s3a://data/tpch-2G/lineitem', 'hdfs://kariz-1:9000/tmp/temp452033264/tmp-667046321']",9b951622-0431-42ad-83e1-374ceb082cd3,146,4,8,PigLatin:Q3.pig
job_1569357382192_0397,1,1,4,4,4,4,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp452033264/tmp-859733005'],['hdfs://kariz-1:9000/tmp/temp452033264/tmp-732139511'],9b951622-0431-42ad-83e1-374ceb082cd3,12,7,4,PigLatin:Q3.pig
job_1569357382192_0398,1,1,3,3,3,3,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp452033264/tmp284961593'],['hdfs://kariz-1:9000/tmp/temp452033264/tmp-859733005'],9b951622-0431-42ad-83e1-374ceb082cd3,11,6,3,PigLatin:Q3.pig
job_1569357382192_0399,1,1,4,4,4,4,3,3,3,3,sortResult,ORDER_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp452033264/tmp272482644'],['hdfs://kariz-1:9000/tmp/temp452033264/tmp-859733005'],9b951622-0431-42ad-83e1-374ceb082cd3,12,8,4,PigLatin:Q3.pig
job_1569357382192_0400,1,1,3,3,3,3,3,3,3,3,sortResult,UDF,['/tpch/q6_2g_1rep_s3/Q3out'],['hdfs://kariz-1:9000/tmp/temp452033264/tmp272482644'],9b951622-0431-42ad-83e1-374ceb082cd3,11,7,3,PigLatin:Q3.pig
job_1569357382192_0401,63,1,10,5,7,7,124,124,124,124,COG1|CommitDateFilter|CommitDateFilter0|DateFilter|Fil1|LineItem|Orders|OrdersCount,COGROUP,['hdfs://kariz-1:9000/tmp/temp827264946/tmp1950751322'],"['s3a://data/tpch-2G/lineitem', 's3a://data/tpch-2G/orders']",55a094b3-91d6-4f4a-a1b4-bc12b9ac1f77,157,5,7,PigLatin:Q4.pig
job_1569357382192_0402,1,1,4,4,4,4,3,3,3,3,PriorityChecking|PriorityGroup,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp827264946/tmp2134074749'],['hdfs://kariz-1:9000/tmp/temp827264946/tmp1950751322'],55a094b3-91d6-4f4a-a1b4-bc12b9ac1f77,12,8,4,PigLatin:Q4.pig
job_1569357382192_0403,1,1,3,3,3,3,3,3,3,3,SortedPriorityChecking,SAMPLER,['hdfs://kariz-1:9000/tmp/temp827264946/tmp388710238'],['hdfs://kariz-1:9000/tmp/temp827264946/tmp2134074749'],55a094b3-91d6-4f4a-a1b4-bc12b9ac1f77,11,7,3,PigLatin:Q4.pig
job_1569357382192_0404,1,1,3,3,3,3,3,3,3,3,SortedPriorityChecking,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q4out'],['hdfs://kariz-1:9000/tmp/temp827264946/tmp2134074749'],55a094b3-91d6-4f4a-a1b4-bc12b9ac1f77,11,5,3,PigLatin:Q4.pig
job_1569357382192_0405,2,1,4,4,4,4,3,3,3,3,fregion|n1|nation|region|seln1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp-2082025324'],"['s3a://data/tpch-2G/nation', 's3a://data/tpch-2G/region']",80efc0fa-2459-4ca0-8b82-dfabb4319e8f,12,5,4,PigLatin:Q5.pig
job_1569357382192_0406,2,1,38,3,20,20,34,34,34,34,s1|sels1|supplier,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp821270399'],"['s3a://data/tpch-2G/supplier', 'hdfs://kariz-1:9000/tmp/temp-1543637514/tmp-2082025324']",80efc0fa-2459-4ca0-8b82-dfabb4319e8f,42,7,20,PigLatin:Q5.pig
job_1569357382192_0407,53,1,9,3,7,8,122,122,122,122,l1|lineitem|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1665327407'],"['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp821270399', 's3a://data/tpch-2G/lineitem']",80efc0fa-2459-4ca0-8b82-dfabb4319e8f,146,6,7,PigLatin:Q5.pig
job_1569357382192_0408,12,1,16,6,10,10,27,27,27,27,forders|o1|orders|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1918871893'],"['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1665327407', 's3a://data/tpch-2G/orders']",80efc0fa-2459-4ca0-8b82-dfabb4319e8f,42,4,10,PigLatin:Q5.pig
job_1569357382192_0409,3,1,30,5,17,16,25,25,25,25,c1|customer|selc1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1123315423'],"['s3a://data/tpch-2G/customer', 'hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1918871893']",80efc0fa-2459-4ca0-8b82-dfabb4319e8f,36,8,17,PigLatin:Q5.pig
job_1569357382192_0410,1,1,3,3,3,3,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1829452695'],['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1123315423'],80efc0fa-2459-4ca0-8b82-dfabb4319e8f,12,5,3,PigLatin:Q5.pig
job_1569357382192_0411,1,1,2,2,2,2,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp-2002077246'],['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1829452695'],80efc0fa-2459-4ca0-8b82-dfabb4319e8f,11,8,2,PigLatin:Q5.pig
job_1569357382192_0412,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q5out'],['hdfs://kariz-1:9000/tmp/temp-1543637514/tmp1829452695'],80efc0fa-2459-4ca0-8b82-dfabb4319e8f,11,7,3,PigLatin:Q5.pig
job_1569357382192_0413,52,1,9,4,7,6,84,84,84,84,flineitem|grpResult|lineitem|saving|sumResult,GROUP_BY|COMBINER,['/tpch/q6_2g_1rep_s3/Q6out'],['s3a://data/tpch-2G/lineitem'],400097c4-d599-47a1-bdf5-3d0585bfd34e,108,4,7,PigLatin:Q6.pig
job_1569357382192_0414,1,0,4,4,4,4,0,0,0,0,nation2|nation20,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp838487454/tmp1821247176'],['s3a://data/tpch-2G/nation'],b8dc4687-df1d-4719-a14d-8514c6b7510e,6,4,4,PigLatin:Q7.pig
job_1569357382192_0415,1,0,4,4,4,4,0,0,0,0,nation1|nation10,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp838487454/tmp2131180513'],['s3a://data/tpch-2G/nation'],b8dc4687-df1d-4719-a14d-8514c6b7510e,6,22,4,PigLatin:Q7.pig
job_1569357382192_0416,53,1,40,5,8,7,142,142,142,142,lineitem|lineitem0|liteitem_supplier_nation1|supplier|supplier_nation1,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp838487454/tmp1087206185'],"['s3a://data/tpch-2G/supplier', 's3a://data/tpch-2G/lineitem']",b8dc4687-df1d-4719-a14d-8514c6b7510e,168,5,8,PigLatin:Q7.pig
job_1569357382192_0417,13,1,30,7,12,11,28,28,28,28,customer|customer_nation2|orders|orders_customer_nation2,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp838487454/tmp-1380606206'],"['s3a://data/tpch-2G/orders', 's3a://data/tpch-2G/customer']",b8dc4687-df1d-4719-a14d-8514c6b7510e,49,185,12,PigLatin:Q7.pig
job_1569357382192_0418,2,1,4,4,4,4,5,5,5,5,filtered_final_join|final_join|shipping,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp838487454/tmp787632461'],"['hdfs://kariz-1:9000/tmp/temp838487454/tmp-1380606206', 'hdfs://kariz-1:9000/tmp/temp838487454/tmp1087206185']",b8dc4687-df1d-4719-a14d-8514c6b7510e,14,5,4,PigLatin:Q7.pig
job_1569357382192_0419,1,1,4,4,4,4,3,3,3,3,aggregated_shipping|grouped_shipping,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp838487454/tmp-1644222514'],['hdfs://kariz-1:9000/tmp/temp838487454/tmp787632461'],b8dc4687-df1d-4719-a14d-8514c6b7510e,12,6,4,PigLatin:Q7.pig
job_1569357382192_0420,1,1,3,3,3,3,3,3,3,3,ordered_shipping,SAMPLER,['hdfs://kariz-1:9000/tmp/temp838487454/tmp131877256'],['hdfs://kariz-1:9000/tmp/temp838487454/tmp-1644222514'],b8dc4687-df1d-4719-a14d-8514c6b7510e,11,9,3,PigLatin:Q7.pig
job_1569357382192_0421,1,1,3,3,3,3,3,3,3,3,ordered_shipping,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q7out'],['hdfs://kariz-1:9000/tmp/temp838487454/tmp-1644222514'],b8dc4687-df1d-4719-a14d-8514c6b7510e,11,7,3,PigLatin:Q7.pig
job_1569357382192_0422,1,0,4,4,4,4,0,0,0,0,fregion|region,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-189952451'],['s3a://data/tpch-2G/region'],df553371-7464-4fa4-936a-fd4269a95666,6,5,4,PigLatin:Q8.pig
job_1569357382192_0423,54,1,31,5,9,8,124,124,124,124,fpart|lineitem|p1|part,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-765182537'],"['s3a://data/tpch-2G/part', 's3a://data/tpch-2G/lineitem']",df553371-7464-4fa4-936a-fd4269a95666,156,22,9,PigLatin:Q8.pig
job_1569357382192_0424,1,0,4,4,4,4,0,0,0,0,nation,MULTI_QUERY|MAP_ONLY,"['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp438070070', 'hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-1439004168']",['s3a://data/tpch-2G/nation'],df553371-7464-4fa4-936a-fd4269a95666,6,190,4,PigLatin:Q8.pig
job_1569357382192_0425,2,1,40,4,22,22,35,35,35,35,n2|s1|supplier,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp1221283558'],"['s3a://data/tpch-2G/supplier', 'hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-765182537']",df553371-7464-4fa4-936a-fd4269a95666,44,6,22,PigLatin:Q8.pig
job_1569357382192_0426,1,0,3,3,3,3,0,0,0,0,n1|nation|seln1,REPLICATED_JOIN|MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp612600902'],['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-1439004168'],df553371-7464-4fa4-936a-fd4269a95666,5,62,3,PigLatin:Q8.pig
job_1569357382192_0427,1,0,2,2,2,2,0,0,0,0,,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp1988016003'],['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp612600902'],df553371-7464-4fa4-936a-fd4269a95666,5,9,2,PigLatin:Q8.pig
job_1569357382192_0428,13,1,30,6,12,11,28,28,28,28,c1|customer|forders|o1|orders|selc1,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp456282974'],"['s3a://data/tpch-2G/customer', 's3a://data/tpch-2G/orders']",df553371-7464-4fa4-936a-fd4269a95666,47,5,12,PigLatin:Q8.pig
job_1569357382192_0429,2,1,4,4,4,4,4,4,4,4,l1|sels1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-1870648729'],"['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp456282974', 'hdfs://kariz-1:9000/tmp/temp-1917720530/tmp1221283558']",df553371-7464-4fa4-936a-fd4269a95666,13,8,4,PigLatin:Q8.pig
job_1569357382192_0430,1,1,3,3,3,3,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-285632771'],['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-1870648729'],df553371-7464-4fa4-936a-fd4269a95666,11,8,3,PigLatin:Q8.pig
job_1569357382192_0431,1,1,2,2,2,2,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp1277348346'],['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-285632771'],df553371-7464-4fa4-936a-fd4269a95666,11,6,2,PigLatin:Q8.pig
job_1569357382192_0432,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q8out'],['hdfs://kariz-1:9000/tmp/temp-1917720530/tmp-285632771'],df553371-7464-4fa4-936a-fd4269a95666,11,9,3,PigLatin:Q8.pig
job_1569357382192_0433,1,0,4,4,4,4,0,0,0,0,nation,MAP_ONLY,['hdfs://kariz-1:9000/tmp/temp193859459/tmp-812097038'],['s3a://data/tpch-2G/nation'],0319a7de-6a05-44cd-96bd-9d4a622eda01,6,5,4,PigLatin:Q9.pig
job_1569357382192_0434,54,1,34,5,9,8,151,151,151,151,fpart|j1|lineitem|part,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp193859459/tmp115207650'],"['s3a://data/tpch-2G/lineitem', 's3a://data/tpch-2G/part']",0319a7de-6a05-44cd-96bd-9d4a622eda01,182,21,9,PigLatin:Q9.pig
job_1569357382192_0435,2,1,50,6,28,28,45,45,45,45,j2|j3|supplier,REPLICATED_JOIN|HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp193859459/tmp-13362218'],"['s3a://data/tpch-2G/supplier', 'hdfs://kariz-1:9000/tmp/temp193859459/tmp115207650']",0319a7de-6a05-44cd-96bd-9d4a622eda01,57,9,28,PigLatin:Q9.pig
job_1569357382192_0436,9,1,15,5,12,14,18,18,18,18,j4|partsupp,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1786177363'],"['s3a://data/tpch-2G/partsupp', 'hdfs://kariz-1:9000/tmp/temp193859459/tmp-13362218']",0319a7de-6a05-44cd-96bd-9d4a622eda01,36,7,12,PigLatin:Q9.pig
job_1569357382192_0437,12,1,13,7,11,11,28,28,28,28,j5|orders|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1812142179'],"['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1786177363', 's3a://data/tpch-2G/orders']",0319a7de-6a05-44cd-96bd-9d4a622eda01,47,5,11,PigLatin:Q9.pig
job_1569357382192_0438,1,1,7,7,7,7,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1050527510'],['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1812142179'],0319a7de-6a05-44cd-96bd-9d4a622eda01,16,8,7,PigLatin:Q9.pig
job_1569357382192_0439,1,1,3,3,3,3,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1189651894'],['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1050527510'],0319a7de-6a05-44cd-96bd-9d4a622eda01,11,6,3,PigLatin:Q9.pig
job_1569357382192_0440,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q9out'],['hdfs://kariz-1:9000/tmp/temp193859459/tmp-1050527510'],0319a7de-6a05-44cd-96bd-9d4a622eda01,11,9,3,PigLatin:Q9.pig
job_1569357382192_0441,13,1,39,6,13,10,32,32,32,32,c1|customer|forders|orders|selc1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1078414639/tmp804889945'],"['s3a://data/tpch-2G/customer', 's3a://data/tpch-2G/orders']",393b7002-9d12-482b-9d93-198c04f3d7c7,52,5,13,PigLatin:Q10.pig
job_1569357382192_0442,2,1,4,4,4,4,5,5,5,5,nation|o1|selo1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1078414639/tmp-473573541'],"['s3a://data/tpch-2G/nation', 'hdfs://kariz-1:9000/tmp/temp1078414639/tmp804889945']",393b7002-9d12-482b-9d93-198c04f3d7c7,14,8,4,PigLatin:Q10.pig
job_1569357382192_0443,53,1,8,4,7,7,106,106,106,106,flineitem|l1|lineitem|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1078414639/tmp1197791493'],"['hdfs://kariz-1:9000/tmp/temp1078414639/tmp-473573541', 's3a://data/tpch-2G/lineitem']",393b7002-9d12-482b-9d93-198c04f3d7c7,130,8,7,PigLatin:Q10.pig
job_1569357382192_0444,1,1,6,6,6,6,5,5,5,5,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1078414639/tmp192050274'],['hdfs://kariz-1:9000/tmp/temp1078414639/tmp1197791493'],393b7002-9d12-482b-9d93-198c04f3d7c7,17,5,6,PigLatin:Q10.pig
job_1569357382192_0445,1,1,3,3,3,3,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp1078414639/tmp1082757749'],['hdfs://kariz-1:9000/tmp/temp1078414639/tmp192050274'],393b7002-9d12-482b-9d93-198c04f3d7c7,11,8,3,PigLatin:Q10.pig
job_1569357382192_0446,1,1,4,4,4,4,3,3,3,3,sortResult,ORDER_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1078414639/tmp2147161025'],['hdfs://kariz-1:9000/tmp/temp1078414639/tmp192050274'],393b7002-9d12-482b-9d93-198c04f3d7c7,12,6,4,PigLatin:Q10.pig
job_1569357382192_0447,1,1,3,3,3,3,3,3,3,3,sortResult,UDF,['/tpch/q6_2g_1rep_s3/Q10out'],['hdfs://kariz-1:9000/tmp/temp1078414639/tmp2147161025'],393b7002-9d12-482b-9d93-198c04f3d7c7,11,5,3,PigLatin:Q10.pig
job_1569357382192_0448,2,1,69,4,36,36,63,63,63,63,fnation|j1|nation|selj1|supplier,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1120737377/tmp541879156'],"['s3a://data/tpch-2G/nation', 's3a://data/tpch-2G/supplier']",7fff9682-ffde-4e84-8e1f-9b511ac4551f,73,5,36,PigLatin:Q11.pig
job_1569357382192_0449,9,1,13,3,10,12,24,24,24,24,j2|partsupp|selj2,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1120737377/tmp1487964777'],"['hdfs://kariz-1:9000/tmp/temp1120737377/tmp541879156', 's3a://data/tpch-2G/partsupp']",7fff9682-ffde-4e84-8e1f-9b511ac4551f,32,8,10,PigLatin:Q11.pig
job_1569357382192_0450,1,1,4,4,4,4,3,3,3,3,grResult|sumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1120737377/tmp-637069595'],['hdfs://kariz-1:9000/tmp/temp1120737377/tmp1487964777'],7fff9682-ffde-4e84-8e1f-9b511ac4551f,12,7,4,PigLatin:Q11.pig
job_1569357382192_0451,1,1,4,4,4,4,4,4,4,4,outerGrResult|outerHaving|outerSumResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1120737377/tmp-949850088'],['hdfs://kariz-1:9000/tmp/temp1120737377/tmp1487964777'],7fff9682-ffde-4e84-8e1f-9b511ac4551f,14,6,4,PigLatin:Q11.pig
job_1569357382192_0452,1,1,3,3,3,3,3,3,3,3,ord,SAMPLER,['hdfs://kariz-1:9000/tmp/temp1120737377/tmp2130691666'],['hdfs://kariz-1:9000/tmp/temp1120737377/tmp-949850088'],7fff9682-ffde-4e84-8e1f-9b511ac4551f,11,6,3,PigLatin:Q11.pig
job_1569357382192_0453,1,1,3,3,3,3,3,3,3,3,ord,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q11out'],['hdfs://kariz-1:9000/tmp/temp1120737377/tmp-949850088'],7fff9682-ffde-4e84-8e1f-9b511ac4551f,11,9,3,PigLatin:Q11.pig
job_1569357382192_0454,63,1,12,5,8,7,117,117,117,117,flineitem|l1|lineitem|orders|sell1,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp2038415855/tmp-1831748188'],"['s3a://data/tpch-2G/orders', 's3a://data/tpch-2G/lineitem']",f2d759bb-e7df-4820-896f-18d4992968ab,151,4,8,PigLatin:Q12.pig
job_1569357382192_0455,1,1,3,3,3,3,3,3,3,3,grpResult|sumResult|urgItems,GROUP_BY,['hdfs://kariz-1:9000/tmp/temp2038415855/tmp-2022798277'],['hdfs://kariz-1:9000/tmp/temp2038415855/tmp-1831748188'],f2d759bb-e7df-4820-896f-18d4992968ab,11,7,3,PigLatin:Q12.pig
job_1569357382192_0456,1,1,3,3,3,3,3,3,3,3,sortResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp2038415855/tmp-1200467455'],['hdfs://kariz-1:9000/tmp/temp2038415855/tmp-2022798277'],f2d759bb-e7df-4820-896f-18d4992968ab,11,5,3,PigLatin:Q12.pig
job_1569357382192_0457,1,1,3,3,3,3,3,3,3,3,sortResult,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q12out'],['hdfs://kariz-1:9000/tmp/temp2038415855/tmp-2022798277'],f2d759bb-e7df-4820-896f-18d4992968ab,11,7,3,PigLatin:Q12.pig
job_1569357382192_0458,13,1,37,7,14,12,35,35,35,35,COG|COG1|COG2|customer|forders|orders|pcustomer|porders,COGROUP,['hdfs://kariz-1:9000/tmp/temp90564734/tmp-302363849'],"['s3a://data/tpch-2G/customer', 's3a://data/tpch-2G/orders']",59a80a3b-2da2-4dab-a63c-992cb46094c8,54,5,14,PigLatin:Q13.pig
job_1569357382192_0459,1,1,5,5,5,5,3,3,3,3,countResult|groupResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp90564734/tmp-632692607'],['hdfs://kariz-1:9000/tmp/temp90564734/tmp-302363849'],59a80a3b-2da2-4dab-a63c-992cb46094c8,13,5,5,PigLatin:Q13.pig
job_1569357382192_0460,1,1,3,3,3,3,3,3,3,3,orderResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp90564734/tmp-1316817075'],['hdfs://kariz-1:9000/tmp/temp90564734/tmp-632692607'],59a80a3b-2da2-4dab-a63c-992cb46094c8,11,5,3,PigLatin:Q13.pig
job_1569357382192_0461,1,1,2,2,2,2,3,3,3,3,orderResult,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q13out'],['hdfs://kariz-1:9000/tmp/temp90564734/tmp-632692607'],59a80a3b-2da2-4dab-a63c-992cb46094c8,11,8,2,PigLatin:Q13.pig
job_1569357382192_0462,54,1,42,5,8,7,106,106,106,106,filtered_lineitem|lineitem|lineitem2|lineitem_part|part,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1797427436/tmp2004029111'],"['s3a://data/tpch-2G/part', 's3a://data/tpch-2G/lineitem']",bb05a804-58ef-4312-b04c-d988855c6242,134,4,8,PigLatin:Q14.pig
job_1569357382192_0463,1,1,5,5,5,5,3,3,3,3,f_lineitem_part|f_lineitem_part_group|lineitem_part_grouped|sum_all|sum_filter,MULTI_QUERY|COMBINER,"['hdfs://kariz-1:9000/tmp/temp-1797427436/tmp-2122170669', 'hdfs://kariz-1:9000/tmp/temp-1797427436/tmp-1333253416', 'hdfs://kariz-1:9000/tmp/temp-1797427436/tmp2015048318']",['hdfs://kariz-1:9000/tmp/temp-1797427436/tmp2004029111'],bb05a804-58ef-4312-b04c-d988855c6242,13,5,5,PigLatin:Q14.pig
job_1569357382192_0464,1,0,3,3,3,3,0,0,0,0,promo_revenue,MAP_ONLY,['/tpch/q6_2g_1rep_s3/Q14out'],['hdfs://kariz-1:9000/tmp/temp-1797427436/tmp2015048318'],bb05a804-58ef-4312-b04c-d988855c6242,5,5,3,PigLatin:Q14.pig
job_1569357382192_0465,52,1,18,6,8,7,100,100,100,100,flineitem|glineitem|lineitem|revenue|sumlineitem,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp164483325'],['s3a://data/tpch-2G/lineitem'],25218853-4752-49f7-a1b4-394bf307e1db,124,4,8,PigLatin:Q15.pig
job_1569357382192_0466,1,1,4,4,4,4,3,3,3,3,grevenue|max_revenue,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp909503654'],['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp164483325'],25218853-4752-49f7-a1b4-394bf307e1db,12,5,4,PigLatin:Q15.pig
job_1569357382192_0467,2,1,53,3,28,28,49,49,49,49,j1|sel|supplier|top_revenue,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp-1123558545'],"['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp164483325', 's3a://data/tpch-2G/supplier']",25218853-4752-49f7-a1b4-394bf307e1db,57,6,28,PigLatin:Q15.pig
job_1569357382192_0468,1,1,3,3,3,3,3,3,3,3,ord,SAMPLER,['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp-1034710389'],['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp-1123558545'],25218853-4752-49f7-a1b4-394bf307e1db,11,5,3,PigLatin:Q15.pig
job_1569357382192_0469,1,1,2,2,2,2,3,3,3,3,ord,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q15out'],['hdfs://kariz-1:9000/tmp/temp-1636967860/tmp-1123558545'],25218853-4752-49f7-a1b4-394bf307e1db,11,7,2,PigLatin:Q15.pig
job_1569357382192_0470,9,1,41,5,15,12,48,48,48,48,fpartsupp|fs1|fsupplier|partsupp|pss|supplier,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1086674669/tmp1902089633'],"['s3a://data/tpch-2G/partsupp', 's3a://data/tpch-2G/supplier']",ef1b5c40-0067-4731-8a82-c558a4800b76,66,5,15,PigLatin:Q16.pig
job_1569357382192_0471,3,1,37,9,22,19,31,31,31,31,fparts|p1|parts|pparts,HASH_JOIN,['hdfs://kariz-1:9000/tmp/temp1086674669/tmp-702147265'],"['hdfs://kariz-1:9000/tmp/temp1086674669/tmp1902089633', 's3a://data/tpch-2G/part']",ef1b5c40-0067-4731-8a82-c558a4800b76,46,5,22,PigLatin:Q16.pig
job_1569357382192_0472,1,1,6,6,6,6,4,4,4,4,1-3|countResult|grResult,GROUP_BY|COMBINER,['hdfs://kariz-1:9000/tmp/temp1086674669/tmp1792374482'],['hdfs://kariz-1:9000/tmp/temp1086674669/tmp-702147265'],ef1b5c40-0067-4731-8a82-c558a4800b76,15,8,6,PigLatin:Q16.pig
job_1569357382192_0473,1,1,3,3,3,3,3,3,3,3,orderResult,SAMPLER,['hdfs://kariz-1:9000/tmp/temp1086674669/tmp-1255655997'],['hdfs://kariz-1:9000/tmp/temp1086674669/tmp1792374482'],ef1b5c40-0067-4731-8a82-c558a4800b76,11,9,3,PigLatin:Q16.pig
job_1569357382192_0474,1,1,3,3,3,3,3,3,3,3,orderResult,ORDER_BY,['/tpch/q6_2g_1rep_s3/Q16out'],['hdfs://kariz-1:9000/tmp/temp1086674669/tmp1792374482'],ef1b5c40-0067-4731-8a82-c558a4800b76,12,7,3,PigLatin:Q16.pig
